match_id,season,match_name,home_team,away_team,venue,batting_innings,bowling_innings,Player_name,Starting_11,bowling_team_bowl,batting_team_bat,prev_runs,prev_balls,prev_sixes,prev_fours,prev_wickets,prev_conceded,prev_Overs_Bowled,prev_catches,prev_Dream Team,prev_Total_FP,prev_overs,prev_fielding_heroics,prev_duck,luck,Captain/Vice Captain
139,2019,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,AB de Villiers,4.0,,RCB,70.0,41.0,6.0,4.0,,,,,1.0,104.0,,,0,38,NC
140,2019,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",1.0,2.0,AB de Villiers,4.0,,RCB,1.0,2.0,0.0,0.0,,,,,0.0,5.0,,,0,88,NC
141,2019,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,13.0,9.0,0.0,2.0,,,,,0.0,19.0,,,0,35,VC
142,2019,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,63.0,32.0,4.0,5.0,,,,,1.0,94.0,,,0,62,NC
143,2019,PBKS v RCB,PBKS,RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,AB de Villiers,4.0,,RCB,17.0,16.0,1.0,1.0,,,,1.0,0.0,32.0,,0.0,0,36,NC
144,2019,MI v RCB,MI,RCB,"Wankhede Stadium, Mumbai",1.0,2.0,AB de Villiers,4.0,,RCB,59.0,38.0,2.0,5.0,,,,,1.0,84.0,,,0,52,NC
145,2019,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,75.0,51.0,4.0,6.0,,,,,1.0,103.0,,,0,40,NC
146,2019,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,25.0,19.0,1.0,3.0,,,,2.0,1.0,52.0,,0.0,0,75,C
148,2019,RCB v RR,RCB,RR,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,17.0,19.0,1.0,0.0,,,,,0.0,23.0,,,0,47,NC
149,2019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,10.0,4.0,0.0,2.0,,,,,1.0,16.0,,,0,12,NC
150,2020,KKR v RCB,KKR,RCB,"Sheikh Zayed Stadium, Abu Dhabi",2.0,1.0,AB de Villiers,4.0,,,1.0,2.0,0.0,0.0,,,,,0.0,5.0,,,0,13,NC
151,2020,MI v RCB,MI,RCB,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,AB de Villiers,4.0,,RCB,,,,,,,,2.0,0.0,20.0,,0.0,0,87,NC
152,2020,RCB v SRH,RCB,SRH,Sharjah Cricket Stadium,1.0,2.0,AB de Villiers,4.0,,RCB,15.0,12.0,1.0,1.0,,,,,0.0,22.0,,,0,43,NC
153,2020,DC v RCB,DC,RCB,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,AB de Villiers,4.0,,RCB,24.0,24.0,1.0,1.0,,,,0.0,1.0,43.0,,1.0,0,66,NC
154,2020,PBKS v RCB,PBKS,RCB,Dubai International Cricket Stadium,2.0,1.0,AB de Villiers,4.0,,RCB,35.0,21.0,2.0,1.0,,,,,1.0,52.0,,,0,59,NC
155,2020,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",2.0,1.0,AB de Villiers,4.0,,RCB,28.0,18.0,1.0,4.0,,,,1.0,1.0,50.0,,0.0,0,72,NC
156,2020,RCB v DC,RCB,DC,Dubai International Cricket Stadium,2.0,1.0,AB de Villiers,4.0,,RCB,12.0,10.0,0.0,1.0,,,,,0.0,17.0,,,0,34,NC
157,2020,RR v RCB,RR,RCB,Dubai International Cricket Stadium,2.0,1.0,AB de Villiers,4.0,,RCB,9.0,6.0,0.0,2.0,,,,1.0,0.0,23.0,,0.0,0,72,VC
158,2020,CSK v RCB,CSK,RCB,Dubai International Cricket Stadium,1.0,2.0,AB de Villiers,4.0,,RCB,55.0,22.0,6.0,1.0,,,,1.0,1.0,94.0,,0.0,0,69,NC
159,2020,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,1.0,2.0,AB de Villiers,4.0,,RCB,0.0,2.0,0.0,0.0,,,,1.0,0.0,10.0,,0.0,1,19,NC
160,2020,SRH v RCB,SRH,RCB,Dubai International Cricket Stadium,1.0,2.0,AB de Villiers,4.0,,RCB,2.0,5.0,0.0,0.0,,,,0.0,0.0,12.0,,1.0,0,14,NC
161,2020,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,1.0,2.0,AB de Villiers,4.0,,RCB,51.0,30.0,2.0,4.0,,,,,1.0,75.0,,,0,66,C
162,2020,RCB v CSK,RCB,CSK,Dubai International Cricket Stadium,1.0,2.0,AB de Villiers,4.0,,RCB,73.0,33.0,6.0,5.0,,,,0.0,1.0,114.0,,1.0,0,4,NC
163,2020,RCB v MI,RCB,MI,Dubai International Cricket Stadium,1.0,2.0,AB de Villiers,4.0,,RCB,39.0,36.0,0.0,4.0,,,,,1.0,51.0,,,0,12,NC
164,2020,RCB v SRH,RCB,SRH,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,AB de Villiers,4.0,,RCB,55.0,24.0,4.0,4.0,,,,1.0,1.0,93.0,,0.0,0,93,VC
165,2021,MI v RCB,MI,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,AB de Villiers,4.0,,RCB,56.0,43.0,0.0,5.0,,,,3.0,1.0,103.0,,0.0,0,49,NC
166,2021,SRH v RCB,SRH,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,AB de Villiers,4.0,,RCB,48.0,27.0,2.0,4.0,,,,1.0,1.0,84.0,,1.0,0,52,NC
167,2021,RCB v KKR,RCB,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,AB de Villiers,4.0,,RCB,1.0,5.0,0.0,0.0,,,,1.0,0.0,19.0,,1.0,0,59,C
168,2021,RCB v RR,RCB,RR,"Wankhede Stadium, Mumbai",2.0,1.0,AB de Villiers,4.0,,,76.0,34.0,3.0,9.0,,,,1.0,1.0,117.0,,0.0,0,47,NC
169,2021,CSK v RCB,CSK,RCB,"Wankhede Stadium, Mumbai",2.0,1.0,AB de Villiers,4.0,,RCB,,,,,,,,1.0,0.0,12.0,,0.0,0,53,NC
170,2021,DC v RCB,DC,RCB,"Narendra Modi Stadium, Motera, Ahmedabad",1.0,2.0,AB de Villiers,4.0,,RCB,4.0,9.0,0.0,0.0,,,,,0.0,8.0,,,0,17,C
171,2021,PBKS v RCB,PBKS,RCB,"Narendra Modi Stadium, Motera, Ahmedabad",2.0,1.0,AB de Villiers,4.0,,RCB,75.0,42.0,5.0,3.0,,,,3.0,1.0,134.0,,0.0,0,40,NC
172,2021,KKR v RCB,KKR,RCB,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,AB de Villiers,4.0,,RCB,3.0,9.0,0.0,0.0,,,,1.0,0.0,15.0,,0.0,0,25,NC
173,2021,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,1.0,2.0,AB de Villiers,4.0,,RCB,0.0,1.0,0.0,0.0,,,,,0.0,2.0,,,1,44,NC
174,2021,RCB v SRH,RCB,SRH,"Sheikh Zayed Stadium, Abu Dhabi",2.0,1.0,AB de Villiers,4.0,,RCB,23.0,18.0,2.0,1.0,,,,,1.0,32.0,,,0,8,NC
175,2021,RCB v DC,RCB,DC,Dubai International Cricket Stadium,2.0,1.0,AB de Villiers,4.0,,RCB,19.0,13.0,1.0,1.0,,,,2.0,1.0,44.0,,0.0,0,38,NC
176,2021,RR v RCB,RR,RCB,Dubai International Cricket Stadium,2.0,1.0,AB de Villiers,4.0,,RCB,26.0,26.0,1.0,2.0,,,,,1.0,34.0,,,0,95,NC
178,2021,RCB v CSK,RCB,CSK,Sharjah Cricket Stadium,1.0,2.0,AB de Villiers,4.0,,RCB,11.0,6.0,1.0,1.0,,,,,0.0,18.0,,,0,35,NC
179,2021,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,1.0,2.0,AB de Villiers,4.0,,RCB,12.0,11.0,1.0,0.0,,,,1.0,0.0,26.0,,0.0,0,62,NC
180,2008,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",1.0,2.0,Aakash Chopra,4.0,,KKR,,,,,,,,,,,,,0,87,NC
181,2008,DC v KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,2.0,Aakash Chopra,4.0,,KKR,2.0,5.0,0.0,0.0,,,,,0.0,6.0,,,0,57,NC
182,2008,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",1.0,2.0,Aakash Chopra,4.0,,KKR,24.0,23.0,0.0,3.0,,,,1.0,1.0,39.0,,0.0,0,59,NC
183,2008,MI v KKR,MI,KKR,"Wankhede Stadium, Mumbai",1.0,2.0,Aakash Chopra,4.0,,KKR,13.0,17.0,0.0,2.0,,,,,0.0,19.0,,,0,40,NC
184,2008,KKR v PBKS,KKR,PBKS,"Eden Gardens, Kolkata",2.0,1.0,Aakash Chopra,4.0,,KKR,1.0,4.0,0.0,0.0,,,,,0.0,5.0,,,0,58,NC
185,2009,DC v KKR,SRH,KKR,"Newlands, Cape Town",1.0,2.0,Aakash Chopra,4.0,,KKR,2.0,3.0,0.0,0.0,,,,1.0,0.0,14.0,,0.0,0,58,NC
186,2009,PBKS v KKR,PBKS,KKR,"Kingsmead, Durban",2.0,1.0,Aakash Chopra,4.0,,,11.0,19.0,0.0,2.0,,,,,0.0,13.0,,,0,45,NC
187,2010,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1.0,2.0,Aaron Finch,4.0,RR,RR,,,,,,,,,,,,,0,13,NC
188,2011,DC v MI,DC,MI,"Arun Jaitley Stadium, Delhi",1.0,2.0,Aaron Finch,4.0,DC,DC,21.0,21.0,1.0,0.0,0.0,5.0,"[11, 17]",,1.0,27.0,1.1,,0,24,NC
189,2011,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",1.0,2.0,Aaron Finch,4.0,,DC,8.0,12.0,0.0,1.0,0.0,13.0,"[14, 16]",,0.0,13.0,2.0,,0,11,NC
190,2011,PWI v DC,PWI,DC,"Dr DY Patil Sports Academy, Mumbai",2.0,1.0,Aaron Finch,4.0,,DC,11.0,14.0,1.0,1.0,,,,,0.0,18.0,,,0,24,NC
191,2011,DC v SRH,DC,SRH,"Arun Jaitley Stadium, Delhi",2.0,1.0,Aaron Finch,4.0,,DC,25.0,12.0,2.0,1.0,,,,1.0,1.0,48.0,,0.0,0,81,NC
192,2011,DC v PBKS,DC,PBKS,"Arun Jaitley Stadium, Delhi",1.0,2.0,Aaron Finch,4.0,,DC,0.0,1.0,0.0,0.0,,,,2.0,0.0,18.0,,0.0,1,74,NC
193,2011,SRH v DC,SRH,DC,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Aaron Finch,4.0,,DC,3.0,5.0,0.0,0.0,,,,,0.0,7.0,,,0,87,NC
194,2012,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",2.0,1.0,Aaron Finch,4.0,,DC,0.0,2.0,0.0,0.0,,,,1.0,0.0,10.0,,0.0,1,78,NC
195,2012,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Aaron Finch,4.0,,DC,30.0,27.0,0.0,5.0,,,,0.0,1.0,49.0,,1.0,0,12,NC
196,2012,DC v PBKS,DC,PBKS,"Arun Jaitley Stadium, Delhi",2.0,1.0,Aaron Finch,4.0,,,25.0,24.0,0.0,3.0,,,,,0.0,32.0,,,0,88,NC
197,2012,PBKS v DC,PBKS,DC,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2.0,1.0,Aaron Finch,4.0,,,,,,,,,,0.0,0.0,16.0,,1.0,0,21,NC
198,2013,PWI v RR,PWI,RR,"Maharashtra Cricket Association Stadium, Pune",2.0,1.0,Aaron Finch,4.0,,PWI,,,,,,,,1.0,0.0,12.0,,0.0,0,61,NC
199,2013,MI v PWI,MI,PWI,"Wankhede Stadium, Mumbai",2.0,1.0,Aaron Finch,4.0,PWI,PWI,64.0,53.0,3.0,6.0,,,,,1.0,88.0,,,0,54,NC
201,2013,PWI v SRH,PWI,SRH,"Maharashtra Cricket Association Stadium, Pune",2.0,1.0,Aaron Finch,4.0,,PWI,67.0,45.0,2.0,10.0,0.0,9.0,[8],1.0,1.0,103.0,1.0,0.0,0,84,NC
202,2013,PBKS v PWI,PBKS,PWI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Aaron Finch,4.0,,PWI,16.0,13.0,0.0,3.0,,,,1.0,0.0,31.0,,0.0,0,40,NC
203,2013,RCB v PWI,RCB,PWI,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Aaron Finch,4.0,PWI,PWI,64.0,42.0,2.0,8.0,,,,,1.0,92.0,,,0,8,NC
204,2013,DC v PWI,DC,PWI,"Shaheed Veer Narayan Singh International Stadium, Raipur",2.0,1.0,Aaron Finch,4.0,,PWI,18.0,15.0,0.0,4.0,0.0,29.0,[8],,0.0,26.0,1.0,,0,30,NC
205,2013,PWI v CSK,PWI,CSK,"Maharashtra Cricket Association Stadium, Pune",2.0,1.0,Aaron Finch,4.0,,PWI,37.0,33.0,0.0,5.0,,,,,1.0,50.0,,,0,80,NC
206,2013,PWI v RCB,PWI,RCB,"Maharashtra Cricket Association Stadium, Pune",2.0,1.0,Aaron Finch,4.0,,PWI,15.0,9.0,1.0,2.0,,,,,0.0,23.0,,,0,73,NC
207,2013,RR v PWI,RR,PWI,"Sawai Mansingh Stadium, Jaipur",1.0,2.0,Aaron Finch,4.0,,PWI,15.0,11.0,1.0,1.0,,,,,0.0,24.0,,,0,47,NC
208,2013,PWI v KKR,PWI,KKR,"Maharashtra Cricket Association Stadium, Pune",2.0,1.0,Aaron Finch,4.0,,PWI,45.0,32.0,0.0,7.0,,,,,1.0,62.0,,,0,81,NC
209,2013,PWI v MI,PWI,MI,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Aaron Finch,4.0,,PWI,5.0,5.0,0.0,1.0,,,,,0.0,10.0,,,0,70,NC
210,2013,KKR v PWI,KKR,PWI,"JSCA International Stadium Complex, Ranchi",1.0,2.0,Aaron Finch,4.0,,PWI,10.0,11.0,0.0,2.0,,,,,0.0,16.0,,,0,36,NC
211,2013,PWI v DC,PWI,DC,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Aaron Finch,4.0,,PWI,48.0,32.0,3.0,2.0,,,,,1.0,66.0,,,0,54,NC
212,2014,SRH v RR,SRH,RR,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Aaron Finch,4.0,,SRH,52.0,34.0,4.0,3.0,,,,,1.0,79.0,,,0,19,NC
213,2014,PBKS v SRH,PBKS,SRH,Sharjah Cricket Stadium,2.0,1.0,Aaron Finch,4.0,,SRH,2.0,5.0,0.0,0.0,,,,2.0,0.0,22.0,,0.0,0,67,NC
214,2014,SRH v DC,SRH,DC,Dubai International Cricket Stadium,1.0,2.0,Aaron Finch,4.0,,SRH,19.0,15.0,1.0,2.0,,,,,0.0,27.0,,,0,0,C
215,2014,SRH v CSK,SRH,CSK,Sharjah Cricket Stadium,1.0,2.0,Aaron Finch,4.0,,SRH,88.0,53.0,4.0,8.0,,,,1.0,1.0,128.0,,0.0,0,44,NC
216,2014,MI v SRH,MI,SRH,Dubai International Cricket Stadium,1.0,2.0,Aaron Finch,4.0,,SRH,44.0,45.0,0.0,5.0,,,,,1.0,57.0,,,0,93,NC
217,2014,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Aaron Finch,4.0,,SRH,16.0,15.0,0.0,3.0,,,,,0.0,23.0,,,0,8,NC
218,2014,RR v SRH,RR,SRH,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",1.0,2.0,Aaron Finch,4.0,,SRH,13.0,8.0,1.0,1.0,,,,0.0,1.0,32.0,,1.0,0,14,NC
219,2014,DC v SRH,DC,SRH,"Arun Jaitley Stadium, Delhi",2.0,1.0,Aaron Finch,4.0,,SRH,9.0,10.0,0.0,1.0,,,,1.0,0.0,22.0,,0.0,0,48,NC
220,2014,SRH v MI,SRH,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,2.0,Aaron Finch,4.0,,SRH,4.0,7.0,0.0,0.0,,,,,0.0,8.0,,,0,6,NC
221,2014,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,2.0,Aaron Finch,4.0,,SRH,68.0,62.0,2.0,7.0,,,,,1.0,91.0,,,0,24,NC
222,2014,SRH v KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,2.0,Aaron Finch,4.0,,SRH,20.0,23.0,0.0,2.0,,,,,0.0,26.0,,,0,44,NC
223,2014,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Aaron Finch,4.0,,SRH,8.0,8.0,0.0,1.0,,,,1.0,0.0,21.0,,0.0,0,30,NC
224,2014,CSK v SRH,CSK,SRH,"JSCA International Stadium Complex, Ranchi",2.0,1.0,Aaron Finch,4.0,,SRH,11.0,9.0,0.0,1.0,,,,,0.0,16.0,,,0,61,NC
225,2015,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1.0,2.0,Aaron Finch,4.0,,MI,7.0,3.0,1.0,0.0,,,,1.0,0.0,21.0,,0.0,0,23,NC
226,2015,MI v PBKS,MI,PBKS,"Wankhede Stadium, Mumbai",2.0,1.0,Aaron Finch,4.0,,MI,5.0,5.0,0.0,1.0,,,,,0.0,10.0,,,0,67,NC
227,2015,RR v MI,RR,MI,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",1.0,2.0,Aaron Finch,4.0,,MI,8.0,14.0,0.0,1.0,,,,,0.0,9.0,,,0,31,NC
228,2016,PBKS v GL,PBKS,GL,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Aaron Finch,4.0,,GL,10.0,14.0,0.0,2.0,,,,,0.0,16.0,,,0,41,VC
229,2016,GL v RPS,GL,RPS,"Saurashtra Cricket Association Stadium, Rajkot",2.0,1.0,Aaron Finch,4.0,,GL,74.0,47.0,0.0,12.0,,,,1.0,1.0,110.0,,0.0,0,61,VC
230,2016,MI v GL,MI,GL,"Wankhede Stadium, Mumbai",2.0,1.0,Aaron Finch,4.0,,GL,50.0,36.0,2.0,7.0,,,,,1.0,75.0,,,0,63,VC
231,2016,GL v SRH,GL,SRH,"Saurashtra Cricket Association Stadium, Rajkot",1.0,2.0,Aaron Finch,4.0,,GL,67.0,54.0,1.0,7.0,,,,,1.0,88.0,,,0,25,NC
233,2016,SRH v GL,SRH,GL,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,2.0,Aaron Finch,4.0,,GL,5.0,5.0,0.0,1.0,,,,,0.0,10.0,,,0,27,NC
234,2016,KKR v GL,KKR,GL,"Eden Gardens, Kolkata",2.0,1.0,Aaron Finch,4.0,,GL,51.0,42.0,1.0,3.0,,,,,1.0,68.0,,,0,34,NC
235,2016,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Aaron Finch,4.0,,GL,29.0,10.0,2.0,3.0,,,,,1.0,46.0,,,0,86,NC
236,2016,GL v KKR,GL,KKR,"Green Park, Kanpur",2.0,1.0,Aaron Finch,4.0,,GL,37.0,38.0,1.0,3.0,,,,,1.0,50.0,,,0,32,NC
237,2016,GL v MI,GL,MI,"Green Park, Kanpur",2.0,1.0,Aaron Finch,4.0,,GL,26.0,23.0,2.0,1.0,,,,1.0,1.0,43.0,,0.0,0,99,NC
238,2016,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Aaron Finch,4.0,,GL,0.0,2.0,0.0,0.0,,,,1.0,0.0,10.0,,0.0,1,27,NC
239,2016,GL v SRH,GL,SRH,"Arun Jaitley Stadium, Delhi",1.0,2.0,Aaron Finch,4.0,,GL,4.0,6.0,0.0,1.0,,,,,0.0,9.0,,,0,92,NC
240,2017,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",1.0,2.0,Aaron Finch,4.0,,GL,50.0,32.0,2.0,7.0,,,,,1.0,77.0,,,0,24,NC
241,2017,SRH v GL,SRH,GL,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,2.0,Aaron Finch,4.0,,GL,15.0,8.0,2.0,0.0,,,,,1.0,23.0,,,0,93,NC
242,2017,GL v RPS,GL,RPS,"Saurashtra Cricket Association Stadium, Rajkot",2.0,1.0,Aaron Finch,4.0,,GL,3.0,5.0,0.0,0.0,,,,,0.0,7.0,,,0,55,NC
243,2017,GL v RCB,GL,RCB,"Saurashtra Cricket Association Stadium, Rajkot",2.0,1.0,Aaron Finch,4.0,,GL,33.0,19.0,2.0,3.0,,,,2.0,1.0,70.0,,0.0,0,46,NC
244,2017,KKR v GL,KKR,GL,"Eden Gardens, Kolkata",2.0,1.0,Aaron Finch,4.0,,GL,19.0,15.0,1.0,2.0,,,,,0.0,27.0,,,0,18,NC
245,2017,GL v PBKS,GL,PBKS,"Saurashtra Cricket Association Stadium, Rajkot",2.0,1.0,Aaron Finch,4.0,,GL,31.0,15.0,2.0,4.0,,,,,1.0,53.0,,,0,9,NC
246,2017,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Aaron Finch,4.0,,GL,13.0,12.0,1.0,0.0,,,,1.0,0.0,27.0,,0.0,0,36,C
247,2017,GL v MI,GL,MI,"Saurashtra Cricket Association Stadium, Rajkot",1.0,2.0,Aaron Finch,4.0,,GL,72.0,34.0,6.0,5.0,,,,1.0,1.0,115.0,,0.0,0,32,NC
248,2017,RPS v GL,RPS,GL,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Aaron Finch,4.0,,GL,0.0,3.0,0.0,0.0,,,,,0.0,2.0,,,1,0,NC
249,2017,DC v GL,DC,GL,"Arun Jaitley Stadium, Delhi",1.0,2.0,Aaron Finch,4.0,,GL,13.0,6.0,1.0,1.0,,,,0.0,1.0,32.0,,1.0,0,84,NC
250,2017,PBKS v GL,PBKS,GL,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Aaron Finch,4.0,,GL,27.0,19.0,0.0,4.0,,,,,1.0,37.0,,,0,2,NC
252,2017,GL v SRH,GL,SRH,"Green Park, Kanpur",1.0,2.0,Aaron Finch,4.0,,GL,69.0,39.0,4.0,6.0,,,,,1.0,101.0,,,0,20,NC
253,2018,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Aaron Finch,4.0,,PBKS,2.0,3.0,0.0,0.0,,,,,0.0,6.0,,,0,73,NC
254,2018,PBKS v CSK,PBKS,CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Aaron Finch,4.0,,PBKS,0.0,1.0,0.0,0.0,,,,,0.0,2.0,,,1,42,NC
255,2018,PBKS v SRH,PBKS,SRH,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Aaron Finch,4.0,,PBKS,0.0,1.0,0.0,0.0,,,,,0.0,2.0,,,1,31,NC
256,2018,DC v PBKS,DC,PBKS,"Arun Jaitley Stadium, Delhi",1.0,2.0,Aaron Finch,4.0,,PBKS,14.0,6.0,1.0,1.0,,,,1.0,1.0,29.0,,0.0,0,53,NC
257,2018,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Aaron Finch,4.0,,PBKS,2.0,4.0,0.0,0.0,,,,2.0,0.0,22.0,,0.0,0,92,NC
258,2018,PBKS v KKR,PBKS,KKR,"Holkar Cricket Stadium, Indore",2.0,1.0,Aaron Finch,4.0,,PBKS,8.0,4.0,1.0,0.0,,,,,0.0,14.0,,,0,91,NC
259,2018,PBKS v RCB,PBKS,RCB,"Holkar Cricket Stadium, Indore",1.0,2.0,Aaron Finch,4.0,,PBKS,34.0,20.0,3.0,0.0,,,,,1.0,52.0,,,0,94,NC
260,2018,MI v PBKS,MI,PBKS,"Wankhede Stadium, Mumbai",2.0,1.0,Aaron Finch,4.0,,PBKS,26.0,23.0,2.0,1.0,,,,,1.0,35.0,,,0,31,NC
261,2018,CSK v PBKS,CSK,PBKS,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Aaron Finch,4.0,,PBKS,46.0,35.0,1.0,3.0,,,,1.0,1.0,69.0,,0.0,0,93,NC
262,2020,KKR v RCB,KKR,RCB,"Sheikh Zayed Stadium, Abu Dhabi",2.0,1.0,Aaron Finch,4.0,,RCB,4.0,6.0,0.0,1.0,,,,,0.0,9.0,,,0,27,NC
263,2020,PBKS v RCB,PBKS,RCB,Dubai International Cricket Stadium,2.0,1.0,Aaron Finch,4.0,,RCB,16.0,21.0,0.0,2.0,,,,,1.0,22.0,,,0,2,NC
264,2020,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",2.0,1.0,Aaron Finch,4.0,,RCB,20.0,21.0,0.0,3.0,,,,1.0,0.0,35.0,,0.0,0,20,NC
265,2020,RCB v DC,RCB,DC,Dubai International Cricket Stadium,2.0,1.0,Aaron Finch,4.0,,RCB,8.0,7.0,0.0,2.0,,,,1.0,1.0,22.0,,0.0,0,61,NC
266,2020,RR v RCB,RR,RCB,Dubai International Cricket Stadium,2.0,1.0,Aaron Finch,4.0,,RCB,13.0,14.0,0.0,1.0,,,,,0.0,18.0,,,0,22,NC
267,2020,CSK v RCB,CSK,RCB,Dubai International Cricket Stadium,1.0,2.0,Aaron Finch,4.0,,RCB,14.0,11.0,2.0,0.0,,,,1.0,1.0,30.0,,0.0,0,93,NC
268,2020,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,1.0,2.0,Aaron Finch,4.0,,RCB,2.0,9.0,0.0,0.0,,,,,0.0,6.0,,,0,42,NC
269,2020,SRH v RCB,SRH,RCB,Dubai International Cricket Stadium,1.0,2.0,Aaron Finch,4.0,,RCB,20.0,18.0,1.0,2.0,,,,,0.0,28.0,,,0,11,NC
270,2020,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,1.0,2.0,Aaron Finch,4.0,,RCB,29.0,27.0,2.0,1.0,,,,,1.0,38.0,,,0,39,NC
271,2020,RCB v CSK,RCB,CSK,Dubai International Cricket Stadium,1.0,2.0,Aaron Finch,4.0,,RCB,47.0,37.0,1.0,4.0,,,,,1.0,61.0,,,0,86,NC
272,2020,RCB v MI,RCB,MI,Dubai International Cricket Stadium,1.0,2.0,Aaron Finch,4.0,,RCB,15.0,11.0,0.0,3.0,,,,,0.0,24.0,,,0,81,NC
273,2020,RCB v SRH,RCB,SRH,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Aaron Finch,4.0,,RCB,52.0,35.0,1.0,7.0,,,,,1.0,75.0,,,0,61,NC
274,2022,SRH v KKR,SRH,KKR,"Brabourne Stadium, Mumbai",1.0,2.0,Aaron Finch,4.0,,KKR,32.0,30.0,1.0,3.0,,,,,1.0,45.0,,,0,70,NC
275,2022,RR v KKR,RR,KKR,"Brabourne Stadium, Mumbai",2.0,1.0,Aaron Finch,4.0,,KKR,7.0,5.0,1.0,0.0,,,,,0.0,13.0,,,0,66,NC
