match_id,season,match_name,home_team,away_team,venue,batting_innings,bowling_innings,Player_name,Starting_11,bowling_team_bowl,batting_team_bat,prev_runs,prev_balls,prev_sixes,prev_fours,prev_wickets,prev_conceded,prev_Overs_Bowled,prev_catches,prev_Dream Team,prev_Total_FP,prev_overs,prev_fielding_heroics,prev_duck,luck,Total_FP
3670,2019,DC v MI,DC,MI,"Arun Jaitley Stadium, Delhi",2.0,1.0,Chris Morris,4.0,DC,DC,4.0,8.0,0.0,0.0,3.0,22.0,"[4, 14, 18]",,1.0,95.0,3.0,,0,77,11.0
3671,2019,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2.0,1.0,Chris Morris,4.0,DC,,11.0,9.0,1.0,0.0,0.0,39.0,"[4, 17, 19]",,0.0,11.0,3.0,,0,7,35.0
3673,2020,KKR v RCB,KKR,RCB,"Sheikh Zayed Stadium, Abu Dhabi",2.0,1.0,Chris Morris,4.0,RCB,,0.0,1.0,0.0,0.0,1.0,47.0,"[5, 9, 17, 19]",,0.0,33.0,4.0,,1,18,36.0
3674,2020,MI v RCB,MI,RCB,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Chris Morris,4.0,RCB,RCB,,,,,0.0,16.0,"[1, 5, 18, 20]",1.0,1.0,36.0,4.0,1.0,0,24,50.0
3675,2020,RCB v SRH,RCB,SRH,Sharjah Cricket Stadium,1.0,2.0,Chris Morris,4.0,RCB,RCB,4.0,2.0,0.0,1.0,1.0,36.0,"[1, 15, 17, 19]",2.0,1.0,50.0,4.0,0.0,0,57,15.0
3676,2020,DC v RCB,DC,RCB,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,Chris Morris,4.0,RCB,RCB,3.0,4.0,0.0,0.0,0.0,19.0,"[1, 5]",1.0,0.0,15.0,2.0,0.0,0,61,2.0
3679,2020,RCB v PBKS,RCB,PBKS,Sharjah Cricket Stadium,1.0,2.0,Chris Morris,4.0,RCB,RCB,,,,,3.0,19.0,"[1, 10, 17, 19]",1.0,1.0,109.0,4.0,1.0,0,19,40.0
3680,2020,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,1.0,2.0,Chris Morris,4.0,RCB,,25.0,8.0,3.0,1.0,0.0,22.0,"[1, 3, 14, 18]",,1.0,40.0,4.0,,0,87,76.0
3681,2020,RCB v CSK,RCB,CSK,Dubai International Cricket Stadium,1.0,2.0,Chris Morris,4.0,RCB,RCB,,,,,2.0,17.0,"[1, 13, 15, 19]",1.0,1.0,76.0,4.0,0.0,0,49,31.0
3683,2021,RR v DC,RR,DC,"Wankhede Stadium, Mumbai",2.0,1.0,Chris Morris,4.0,RR,RR,2.0,4.0,0.0,0.0,2.0,41.0,"[4, 6, 16, 18]",1.0,1.0,62.0,4.0,0.0,0,33,83.0
3684,2021,CSK v RR,CSK,RR,"Wankhede Stadium, Mumbai",2.0,1.0,Chris Morris,4.0,RR,RR,36.0,18.0,4.0,0.0,1.0,27.0,"[5, 8, 15]",,1.0,83.0,3.0,,0,80,62.0
3685,2021,RCB v RR,RCB,RR,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Morris,4.0,RR,RR,0.0,2.0,0.0,0.0,2.0,33.0,"[6, 8, 17, 19]",1.0,1.0,62.0,4.0,0.0,1,43,10.0
3687,2021,MI v RR,MI,RR,"Arun Jaitley Stadium, Delhi",1.0,2.0,Chris Morris,4.0,RR,,,,,,4.0,23.0,"[5, 11, 18, 20]",0.0,1.0,136.0,4.0,1.0,0,16,54.0
3688,2021,RR v SRH,RR,SRH,"Arun Jaitley Stadium, Delhi",1.0,2.0,Chris Morris,4.0,RR,,,,,,2.0,33.0,"[6, 10, 16, 18]",,1.0,54.0,4.0,,0,13,107.0
3689,2021,SRH v RR,SRH,RR,Dubai International Cricket Stadium,1.0,2.0,Chris Morris,4.0,RR,,,,,,3.0,29.0,"[6, 11, 17, 19]",2.0,1.0,107.0,4.0,0.0,0,18,4.0
3690,2021,RR v RCB,RR,RCB,Dubai International Cricket Stadium,1.0,2.0,Chris Morris,4.0,RR,RR,,,,,0.0,27.0,"[2, 5, 15]",,0.0,4.0,3.0,,0,18,14.0
3692,2021,PBKS v RR,PBKS,RR,Dubai International Cricket Stadium,1.0,2.0,Chris Morris,4.0,RR,RR,0.0,2.0,0.0,0.0,1.0,28.0,"[2, 6, 16, 20]",,1.0,31.0,4.0,,1,47,5.0
3693,2017,GL v KKR,GL,KKR,"Saurashtra Cricket Association Stadium, Rajkot",2.0,1.0,Chris Woakes,4.0,KKR,,,,,,,,,,,,,,0,69,0.0
3694,2017,MI v KKR,MI,KKR,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Woakes,4.0,KKR,KKR,,,,,0.0,35.0,"[6, 8, 19]",,0.0,0.0,3.0,,0,50,38.0
3695,2017,KKR v PBKS,KKR,PBKS,"Eden Gardens, Kolkata",2.0,1.0,Chris Woakes,4.0,KKR,,9.0,8.0,0.0,0.0,1.0,34.0,"[2, 4, 15, 17]",,0.0,38.0,4.0,,0,48,60.0
3696,2017,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1.0,2.0,Chris Woakes,4.0,KKR,KKR,,,,,2.0,30.0,"[4, 9, 20]",1.0,1.0,60.0,3.0,0.0,0,50,65.0
3697,2017,DC v KKR,DC,KKR,"Arun Jaitley Stadium, Delhi",2.0,1.0,Chris Woakes,4.0,KKR,KKR,1.0,1.0,0.0,0.0,2.0,49.0,"[11, 15, 17, 19]",1.0,1.0,65.0,4.0,0.0,0,54,32.0
3698,2017,KKR v GL,KKR,GL,"Eden Gardens, Kolkata",1.0,2.0,Chris Woakes,4.0,KKR,,3.0,5.0,0.0,0.0,1.0,31.0,"[2, 9, 11, 20]",,0.0,32.0,4.0,,0,32,27.0
3699,2017,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",1.0,2.0,Chris Woakes,4.0,KKR,KKR,,,,,1.0,20.0,"[7, 9]",,0.0,27.0,2.0,,0,36,126.0
3700,2017,RPS v KKR,RPS,KKR,"Maharashtra Cricket Association Stadium, Pune",2.0,1.0,Chris Woakes,4.0,KKR,,18.0,21.0,0.0,3.0,3.0,6.0,"[7, 9]",1.0,1.0,126.0,2.0,0.0,0,66,-2.0
3701,2017,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",2.0,1.0,Chris Woakes,4.0,KKR,,,,,,0.0,38.0,"[2, 5, 19]",,0.0,-2.0,3.0,,0,81,14.0
3702,2017,SRH v KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Chris Woakes,4.0,KKR,KKR,,,,,0.0,20.0,"[4, 9, 19]",1.0,0.0,14.0,3.0,0.0,0,13,32.0
3703,2017,KKR v RPS,KKR,RPS,"Eden Gardens, Kolkata",1.0,2.0,Chris Woakes,4.0,KKR,KKR,6.0,3.0,0.0,1.0,1.0,46.0,"[3, 13, 17, 19]",,1.0,32.0,4.0,,0,20,106.0
3704,2017,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Woakes,4.0,KKR,,1.0,3.0,0.0,0.0,3.0,18.0,"[5, 7, 9, 19]",,1.0,106.0,4.0,,0,61,29.0
3705,2017,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Chris Woakes,4.0,KKR,KKR,,,,,1.0,39.0,"[2, 4, 17, 19]",,1.0,29.0,4.0,,0,36,92.0
3706,2018,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",1.0,2.0,Chris Woakes,4.0,RCB,RCB,8.0,6.0,1.0,0.0,2.0,20.0,"[7, 9, 11, 19]",1.0,1.0,92.0,4.0,0.0,0,54,89.0
3707,2018,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Woakes,4.0,RCB,RCB,5.0,5.0,0.0,1.0,3.0,36.0,"[2, 4, 16, 18]",,1.0,89.0,4.0,,0,1,53.0
3708,2018,RCB v RR,RCB,RR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Woakes,4.0,RCB,RCB,1.0,2.0,0.0,0.0,2.0,36.0,"[1, 8, 18, 20]",,1.0,53.0,3.2,,0,56,50.0
3709,2018,MI v RCB,MI,RCB,"Wankhede Stadium, Mumbai",2.0,1.0,Chris Woakes,4.0,RCB,RCB,0.0,1.0,0.0,0.0,2.0,47.0,"[2, 6, 17, 19]",,1.0,50.0,4.0,,1,30,54.0
3710,2018,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Chris Woakes,4.0,RCB,,11.0,11.0,1.0,0.0,1.0,31.0,"[2, 6, 19]",1.0,1.0,54.0,3.0,1.0,0,85,2.0
3711,2021,CSK v DC,CSK,DC,"Wankhede Stadium, Mumbai",2.0,1.0,Chris Woakes,4.0,DC,,,,,,0.0,40.0,"[2, 11, 17, 19]",,0.0,2.0,4.0,,0,58,70.0
3712,2021,RR v DC,RR,DC,"Wankhede Stadium, Mumbai",1.0,2.0,Chris Woakes,4.0,DC,DC,,,,,2.0,18.0,"[1, 3, 20]",0.0,1.0,70.0,3.0,1.0,0,53,77.0
3713,2021,DC v PBKS,DC,PBKS,"Wankhede Stadium, Mumbai",2.0,1.0,Chris Woakes,4.0,DC,,15.0,11.0,0.0,2.0,2.0,22.0,"[1, 3, 5, 17]",,1.0,77.0,4.0,,0,10,27.0
3714,2018,PBKS v KKR,PBKS,KKR,"Holkar Cricket Stadium, Indore",1.0,2.0,Christopher Scantlebury-Searles,4.0,,,,,,,,,,,,,,,0,74,20.0
3715,2018,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",2.0,1.0,Christopher Scantlebury-Searles,4.0,,,,,,,,,,2.0,0.0,20.0,,0.0,0,93,12.0
3716,2018,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1.0,2.0,Christopher Scantlebury-Searles,4.0,,,,,,,,,,1.0,0.0,12.0,,0.0,0,0,12.0
3717,2012,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",1.0,2.0,Clint McKay,4.0,MI,MI,,,,,,,,,,,,,0,30,8.0
3718,2012,PBKS v MI,PBKS,MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Clint McKay,4.0,MI,,8.0,15.0,0.0,0.0,0.0,24.0,"[5, 10, 12]",,0.0,8.0,3.0,,0,85,29.0
3719,2011,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",2.0,1.0,Colin Ingram,4.0,,DC,,,,,,,,,,,,,0,90,5.0
3720,2011,CSK v DC,CSK,DC,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Colin Ingram,4.0,,DC,1.0,2.0,0.0,0.0,,,,,0.0,5.0,,,0,9,8.0
3721,2011,DC v PWI,DC,PWI,"Arun Jaitley Stadium, Delhi",2.0,1.0,Colin Ingram,4.0,,DC,7.0,12.0,0.0,1.0,,,,,0.0,8.0,,,0,39,18.0
3722,2019,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",1.0,2.0,Colin Ingram,4.0,,DC,13.0,12.0,0.0,1.0,,,,,1.0,18.0,,,0,64,66.0
3723,2019,DC v CSK,DC,CSK,"Arun Jaitley Stadium, Delhi",1.0,2.0,Colin Ingram,4.0,,DC,47.0,32.0,1.0,7.0,,,,,1.0,66.0,,,0,58,6.0
3724,2019,DC v KKR,DC,KKR,"Arun Jaitley Stadium, Delhi",2.0,1.0,Colin Ingram,4.0,,DC,2.0,2.0,0.0,0.0,,,,,0.0,6.0,,,0,52,15.0
3725,2019,PBKS v DC,PBKS,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Colin Ingram,4.0,,DC,10.0,7.0,0.0,1.0,,,,,0.0,15.0,,,0,22,54.0
3726,2019,DC v SRH,DC,SRH,"Arun Jaitley Stadium, Delhi",1.0,2.0,Colin Ingram,4.0,,DC,38.0,29.0,1.0,4.0,,,,,1.0,54.0,,,0,53,9.0
3727,2019,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Colin Ingram,4.0,,DC,5.0,8.0,0.0,0.0,,,,,0.0,9.0,,,0,78,38.0
3728,2019,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",2.0,1.0,Colin Ingram,4.0,,DC,22.0,21.0,1.0,2.0,,,,1.0,1.0,38.0,,0.0,0,14,21.0
3729,2019,DC v PBKS,DC,PBKS,"Arun Jaitley Stadium, Delhi",2.0,1.0,Colin Ingram,4.0,,DC,14.0,6.0,1.0,1.0,,,,,0.0,21.0,,,0,73,27.0
3730,2019,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2.0,1.0,Colin Ingram,4.0,,DC,19.0,9.0,0.0,4.0,,,,,0.0,27.0,,,0,0,7.0
3731,2019,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1.0,2.0,Colin Ingram,4.0,,DC,3.0,5.0,0.0,0.0,,,,,0.0,7.0,,,0,25,18.0
3732,2019,CSK v DC,CSK,DC,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,Colin Ingram,4.0,,DC,11.0,7.0,1.0,1.0,,,,,0.0,18.0,,,0,77,5.0
3733,2019,DC v RR,DC,RR,"Arun Jaitley Stadium, Delhi",2.0,1.0,Colin Ingram,4.0,,DC,1.0,5.0,0.0,0.0,,,,,0.0,5.0,,,0,48,12.0
3734,2016,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",2.0,1.0,Colin Munro,4.0,KKR,,,,,,,,,,,,,,0,16,4.0
3735,2016,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1.0,2.0,Colin Munro,4.0,,KKR,,,,,0.0,7.0,[8],,0.0,4.0,1.0,,0,71,16.0
3736,2016,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1.0,2.0,Colin Munro,4.0,KKR,KKR,4.0,5.0,0.0,0.0,,,,1.0,0.0,16.0,,0.0,0,89,24.0
3737,2016,KKR v SRH,KKR,SRH,"Arun Jaitley Stadium, Delhi",2.0,1.0,Colin Munro,4.0,,KKR,10.0,8.0,0.0,2.0,0.0,8.0,[8],1.0,0.0,24.0,1.0,0.0,0,77,21.0
3738,2018,PBKS v DC,PBKS,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Colin Munro,4.0,,DC,16.0,17.0,0.0,1.0,,,,,0.0,21.0,,,0,79,8.0
3739,2018,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2.0,1.0,Colin Munro,4.0,,DC,4.0,6.0,0.0,0.0,,,,,0.0,8.0,,,0,16,2.0
3740,2018,DC v KKR,DC,KKR,"Arun Jaitley Stadium, Delhi",1.0,2.0,Colin Munro,4.0,,DC,0.0,0.0,0.0,0.0,,,,,0.0,2.0,,,1,82,63.0
3741,2018,CSK v DC,CSK,DC,"Maharashtra Cricket Association Stadium, Pune",2.0,1.0,Colin Munro,4.0,,DC,33.0,18.0,2.0,4.0,,,,1.0,1.0,63.0,,0.0,0,78,41.0
3742,2018,DC v RR,DC,RR,"Arun Jaitley Stadium, Delhi",1.0,2.0,Colin Munro,4.0,,DC,26.0,16.0,2.0,3.0,,,,,1.0,41.0,,,0,84,10.0
3743,2019,SRH v DC,SRH,DC,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,2.0,Colin Munro,4.0,,DC,0.0,1.0,0.0,0.0,,,,1.0,0.0,10.0,,0.0,1,71,62.0
3744,2019,DC v MI,DC,MI,"Arun Jaitley Stadium, Delhi",2.0,1.0,Colin Munro,4.0,,DC,40.0,24.0,3.0,4.0,,,,,1.0,62.0,,,0,49,7.0
3745,2019,DC v SRH,DC,SRH,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2.0,1.0,Colin Munro,4.0,,DC,3.0,9.0,0.0,0.0,,,,,0.0,7.0,,,0,91,21.0
3746,2019,CSK v DC,CSK,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1.0,2.0,Colin Munro,4.0,,DC,14.0,13.0,1.0,1.0,,,,,0.0,21.0,,,0,0,35.0
3747,2017,KKR v PBKS,KKR,PBKS,"Eden Gardens, Kolkata",2.0,1.0,Colin de Grandhomme,4.0,KKR,,,,,,,,,,,,,,0,63,29.0
3748,2017,KKR v SRH,KKR,SRH,"Eden Gardens, Kolkata",1.0,2.0,Colin de Grandhomme,4.0,,KKR,,,,,1.0,15.0,"[12, 14]",,0.0,29.0,2.0,,0,98,18.0
3749,2017,DC v KKR,DC,KKR,"Arun Jaitley Stadium, Delhi",2.0,1.0,Colin de Grandhomme,4.0,KKR,KKR,0.0,2.0,0.0,0.0,,,,2.0,0.0,18.0,,0.0,1,53,11.0
3750,2017,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",1.0,2.0,Colin de Grandhomme,4.0,KKR,KKR,1.0,2.0,0.0,0.0,0.0,12.0,[10],0.0,0.0,11.0,1.0,1.0,0,46,89.0
3751,2017,RPS v KKR,RPS,KKR,"Maharashtra Cricket Association Stadium, Pune",2.0,1.0,Colin de Grandhomme,4.0,KKR,,0.0,2.0,0.0,0.0,3.0,4.0,"[8, 10]",,1.0,89.0,1.4,,1,38,6.0
3752,2017,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",2.0,1.0,Colin de Grandhomme,4.0,KKR,,,,,,0.0,14.0,"[7, 9]",,0.0,6.0,2.0,,0,92,4.0
3753,2017,SRH v KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Colin de Grandhomme,4.0,,KKR,,,,,0.0,15.0,[13],,0.0,4.0,1.0,,0,66,25.0
3754,2017,KKR v RPS,KKR,RPS,"Eden Gardens, Kolkata",1.0,2.0,Colin de Grandhomme,4.0,KKR,KKR,18.0,15.0,1.0,1.0,,,,,1.0,25.0,,,0,83,57.0
3755,2017,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Colin de Grandhomme,4.0,KKR,KKR,36.0,19.0,2.0,3.0,0.0,7.0,[20],,1.0,57.0,0.2,,0,87,44.0
3756,2017,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,Colin de Grandhomme,4.0,KKR,KKR,31.0,28.0,2.0,1.0,0.0,15.0,"[13, 15]",,1.0,44.0,2.0,,0,3,16.0
3757,2017,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2.0,1.0,Colin de Grandhomme,4.0,KKR,KKR,11.0,7.0,0.0,1.0,0.0,37.0,"[2, 8, 10, 12]",,0.0,16.0,4.0,,0,43,45.0
3758,2017,MI v KKR,MI,KKR,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Colin de Grandhomme,4.0,,KKR,29.0,16.0,1.0,4.0,0.0,16.0,"[2, 7]",,1.0,45.0,2.0,,0,77,4.0
3759,2018,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Colin de Grandhomme,4.0,,RCB,0.0,1.0,0.0,0.0,,,,,0.0,4.0,,,1,46,16.0
3760,2018,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Colin de Grandhomme,4.0,,RCB,11.0,7.0,0.0,1.0,,,,,0.0,16.0,,,0,43,25.0
3761,2018,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Colin de Grandhomme,4.0,RCB,RCB,11.0,6.0,1.0,0.0,,,,1.0,0.0,25.0,,0.0,0,19,39.0
3762,2018,CSK v RCB,CSK,RCB,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Colin de Grandhomme,4.0,RCB,RCB,23.0,10.0,3.0,0.0,0.0,28.0,"[12, 14, 16]",,1.0,39.0,3.0,,0,63,44.0
3763,2018,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Colin de Grandhomme,4.0,RCB,RCB,8.0,8.0,0.0,1.0,1.0,16.0,"[11, 13, 15, 17]",,1.0,44.0,4.0,,0,98,46.0
3764,2018,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2.0,1.0,Colin de Grandhomme,4.0,RCB,RCB,33.0,29.0,2.0,1.0,0.0,8.0,[12],,1.0,46.0,1.0,,0,90,7.0
3765,2018,PBKS v RCB,PBKS,RCB,"Holkar Cricket Stadium, Indore",2.0,1.0,Colin de Grandhomme,4.0,RCB,,3.0,4.0,0.0,0.0,0.0,12.0,[10],,0.0,7.0,1.0,,0,3,43.0
3766,2018,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,Colin de Grandhomme,4.0,RCB,RCB,,,,,1.0,8.0,"[9, 11]",1.0,1.0,43.0,2.0,0.0,0,3,65.0
3767,2018,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",2.0,1.0,Colin de Grandhomme,4.0,RCB,RCB,40.0,17.0,4.0,1.0,0.0,34.0,"[13, 15]",1.0,1.0,65.0,2.0,0.0,0,49,2.0
3768,2019,CSK v RCB,CSK,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,Colin de Grandhomme,4.0,,RCB,2.0,3.0,0.0,0.0,0.0,23.0,"[10, 12]",,0.0,2.0,2.0,,0,83,9.0
3769,2019,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Colin de Grandhomme,4.0,RCB,RCB,4.0,6.0,0.0,1.0,,,,,0.0,9.0,,,0,23,6.0
3770,2019,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Colin de Grandhomme,4.0,RCB,RCB,2.0,7.0,0.0,0.0,0.0,27.0,"[8, 10, 15]",,0.0,6.0,3.0,,0,0,52.0
3771,2019,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,Colin de Grandhomme,4.0,RCB,RCB,37.0,32.0,2.0,3.0,0.0,16.0,[10],,1.0,52.0,1.0,,0,56,15.0
3772,2014,MI v KKR,MI,KKR,"Sheikh Zayed Stadium, Abu Dhabi",2.0,1.0,Corey Anderson,4.0,MI,MI,,,,,,,,,,,,,0,85,12.0
3773,2014,RCB v MI,RCB,MI,Dubai International Cricket Stadium,1.0,2.0,Corey Anderson,4.0,,MI,2.0,8.0,0.0,0.0,0.0,33.0,"[4, 10, 20]",1.0,0.0,12.0,3.0,0.0,0,72,24.0
3774,2014,CSK v MI,CSK,MI,Dubai International Cricket Stadium,1.0,2.0,Corey Anderson,4.0,MI,MI,18.0,19.0,0.0,2.0,,,,,0.0,24.0,,,0,10,56.0
3775,2014,DC v MI,DC,MI,Sharjah Cricket Stadium,1.0,2.0,Corey Anderson,4.0,MI,MI,39.0,31.0,1.0,3.0,0.0,23.0,"[6, 19]",1.0,1.0,56.0,2.0,0.0,0,66,44.0
3776,2014,MI v SRH,MI,SRH,Dubai International Cricket Stadium,2.0,1.0,Corey Anderson,4.0,MI,MI,13.0,14.0,0.0,2.0,1.0,16.0,"[7, 11]",,1.0,44.0,2.0,,0,34,55.0
3778,2014,MI v RCB,MI,RCB,"Wankhede Stadium, Mumbai",1.0,2.0,Corey Anderson,4.0,,MI,35.0,25.0,2.0,3.0,1.0,17.0,"[4, 13]",1.0,1.0,85.0,2.0,0.0,0,32,20.0
3779,2014,MI v CSK,MI,CSK,"Wankhede Stadium, Mumbai",1.0,2.0,Corey Anderson,4.0,MI,MI,6.0,4.0,1.0,0.0,,,,1.0,0.0,20.0,,0.0,0,45,26.0
3780,2014,SRH v MI,SRH,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,Corey Anderson,4.0,MI,,18.0,6.0,2.0,0.0,0.0,11.0,[14],,0.0,26.0,1.0,,0,68,4.0
3781,2014,KKR v MI,KKR,MI,"Barabati Stadium, Cuttack",1.0,2.0,Corey Anderson,4.0,,MI,,,,,0.0,17.0,"[1, 3]",,0.0,4.0,2.0,,0,35,27.0
3783,2014,MI v CSK,MI,CSK,"Brabourne Stadium, Mumbai",1.0,2.0,Corey Anderson,4.0,MI,MI,95.0,44.0,6.0,9.0,0.0,14.0,"[1, 3]",1.0,1.0,144.0,2.0,0.0,0,32,31.0
3784,2015,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1.0,2.0,Corey Anderson,4.0,MI,MI,20.0,10.0,2.0,1.0,0.0,35.0,"[2, 4, 8]",,1.0,31.0,3.0,,0,56,102.0
3785,2015,MI v PBKS,MI,PBKS,"Wankhede Stadium, Mumbai",2.0,1.0,Corey Anderson,4.0,,MI,55.0,41.0,3.0,4.0,1.0,21.0,"[3, 5]",,1.0,102.0,2.0,,0,10,4.0
3786,2015,RR v MI,RR,MI,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",1.0,2.0,Corey Anderson,4.0,MI,MI,5.0,11.0,0.0,1.0,,,,,0.0,4.0,,,0,50,85.0
3787,2015,MI v CSK,MI,CSK,"Wankhede Stadium, Mumbai",1.0,2.0,Corey Anderson,4.0,,MI,50.0,38.0,3.0,5.0,0.0,12.0,"[8, 10]",1.0,1.0,85.0,2.0,0.0,0,3,9.0
3788,2017,RPS v DC,RPS,DC,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,Corey Anderson,4.0,DC,DC,4.0,7.0,0.0,1.0,,,,,0.0,9.0,,,0,27,6.0
3789,2017,DC v PBKS,DC,PBKS,"Arun Jaitley Stadium, Delhi",1.0,2.0,Corey Anderson,4.0,DC,DC,2.0,4.0,0.0,0.0,0.0,10.0,[10],,0.0,6.0,1.0,,0,54,95.0
3790,2017,MI v DC,MI,DC,"Wankhede Stadium, Mumbai",2.0,1.0,Corey Anderson,4.0,,DC,39.0,22.0,3.0,3.0,1.0,23.0,"[12, 14, 16]",,1.0,95.0,3.0,,0,42,10.0
3791,2017,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",1.0,2.0,Corey Anderson,4.0,DC,DC,0.0,3.0,0.0,0.0,,,,1.0,0.0,10.0,,0.0,1,28,6.0
3792,2017,PBKS v DC,PBKS,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,Corey Anderson,4.0,,DC,2.0,5.0,0.0,0.0,0.0,27.0,"[10, 13]",,0.0,6.0,2.5,,0,63,24.0
3793,2017,DC v SRH,DC,SRH,"Arun Jaitley Stadium, Delhi",2.0,1.0,Corey Anderson,4.0,,DC,18.0,25.0,1.0,0.0,,,,,1.0,24.0,,,0,76,63.0
3794,2017,DC v GL,DC,GL,"Arun Jaitley Stadium, Delhi",2.0,1.0,Corey Anderson,4.0,DC,DC,41.0,24.0,3.0,2.0,,,,,1.0,63.0,,,0,1,57.0
3795,2017,DC v MI,DC,MI,"Arun Jaitley Stadium, Delhi",2.0,1.0,Corey Anderson,4.0,DC,DC,18.0,12.0,2.0,0.0,1.0,36.0,"[13, 16, 20]",1.0,1.0,57.0,3.0,0.0,0,3,35.0
3796,2017,GL v DC,GL,DC,"Green Park, Kanpur",2.0,1.0,Corey Anderson,4.0,DC,DC,10.0,8.0,0.0,2.0,1.0,29.0,"[13, 18]",,1.0,35.0,2.0,,0,19,19.0
3797,2017,DC v RPS,DC,RPS,"Arun Jaitley Stadium, Delhi",1.0,2.0,Corey Anderson,4.0,DC,DC,6.0,6.0,0.0,1.0,0.0,19.0,"[11, 13]",1.0,0.0,19.0,2.0,0.0,0,81,15.0
