match_id,season,match_name,home_team,away_team,venue,batting_innings,bowling_innings,Player_name,Starting_11,bowling_team_bowl,batting_team_bat,prev_runs,prev_balls,prev_sixes,prev_fours,prev_wickets,prev_conceded,prev_Overs_Bowled,prev_catches,prev_Dream Team,prev_Total_FP,prev_overs,prev_fielding_heroics,prev_duck,luck,Total_FP
1,2008,CSK v DC,CSK,DC,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,AB de Villiers,4.0,,DC,,,,,,,,,,,,,0,98,32.0
2,2008,MI v DC,MI,DC,"Dr DY Patil Sports Academy, Mumbai",2.0,1.0,AB de Villiers,4.0,,DC,26.0,21.0,0.0,2.0,,,,,1.0,32.0,,,0,35,37.0
3,2008,DC v CSK,DC,CSK,"Arun Jaitley Stadium, Delhi",1.0,2.0,AB de Villiers,4.0,,DC,21.0,17.0,1.0,2.0,,,,1.0,0.0,37.0,,0.0,0,79,18.0
4,2008,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",1.0,2.0,AB de Villiers,4.0,,DC,0.0,1.0,0.0,0.0,,,,2.0,0.0,18.0,,0.0,1,33,36.0
5,2008,KKR v DC,KKR,DC,"Eden Gardens, Kolkata",2.0,1.0,AB de Villiers,4.0,,DC,20.0,22.0,0.0,0.0,,,,0.0,1.0,36.0,,1.0,0,82,13.0
6,2008,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,DC,7.0,12.0,0.0,0.0,,,,0.0,0.0,13.0,,1.0,0,54,26.0
7,2009,CSK v DC,CSK,DC,"Kingsmead, Durban",1.0,2.0,AB de Villiers,4.0,,DC,21.0,25.0,0.0,1.0,,,,,1.0,26.0,,,0,12,164.0
8,2009,RCB v DC,RCB,DC,"St George's Park, Port Elizabeth",2.0,1.0,AB de Villiers,4.0,,DC,105.0,54.0,6.0,5.0,,,,2.0,1.0,164.0,,0.0,0,65,37.0
9,2009,DC v RR,DC,RR,"SuperSport Park, Centurion",1.0,2.0,AB de Villiers,4.0,,DC,21.0,23.0,0.0,0.0,,,,0.0,1.0,37.0,,1.0,0,71,69.0
10,2009,SRH v DC,SRH,DC,"SuperSport Park, Centurion",2.0,1.0,AB de Villiers,4.0,,DC,50.0,40.0,1.0,5.0,,,,,1.0,69.0,,,0,70,26.0
11,2009,CSK v DC,CSK,DC,"The Wanderers Stadium, Johannesburg",2.0,1.0,AB de Villiers,4.0,,DC,5.0,9.0,0.0,1.0,,,,2.0,0.0,26.0,,0.0,0,22,36.0
12,2009,DC v KKR,DC,KKR,"Kingsmead, Durban",2.0,1.0,AB de Villiers,4.0,,,0.0,1.0,0.0,0.0,,,,3.0,0.0,36.0,,1.0,1,66,12.0
13,2009,DC v MI,DC,MI,"Buffalo Park, East London",2.0,1.0,AB de Villiers,4.0,,DC,,,,,,,,1.0,1.0,12.0,,0.0,0,38,80.0
14,2009,DC v KKR,DC,KKR,"The Wanderers Stadium, Johannesburg",2.0,1.0,AB de Villiers,4.0,,DC,50.0,38.0,1.0,6.0,,,,1.0,1.0,80.0,,0.0,0,71,61.0
15,2009,SRH v DC,SRH,DC,"Kingsmead, Durban",1.0,2.0,AB de Villiers,4.0,,DC,40.0,32.0,0.0,5.0,,,,1.0,1.0,61.0,,0.0,0,49,66.0
16,2009,DC v PBKS,DC,PBKS,"Mangaung Oval, Bloemfontein",1.0,2.0,AB de Villiers,4.0,,DC,44.0,36.0,1.0,4.0,,,,1.0,1.0,66.0,,0.0,0,66,24.0
17,2009,DC v RR,DC,RR,"Mangaung Oval, Bloemfontein",1.0,2.0,AB de Villiers,4.0,,DC,11.0,11.0,0.0,1.0,,,,1.0,0.0,24.0,,0.0,0,11,103.0
18,2009,RCB v DC,RCB,DC,"The Wanderers Stadium, Johannesburg",1.0,2.0,AB de Villiers,4.0,,DC,79.0,55.0,1.0,8.0,,,,,1.0,103.0,,,0,96,35.0
19,2009,DC v MI,DC,MI,"SuperSport Park, Centurion",2.0,1.0,AB de Villiers,4.0,,DC,28.0,29.0,0.0,3.0,,,,,1.0,35.0,,,0,62,19.0
20,2009,SRH v DC,SRH,DC,"SuperSport Park, Centurion",1.0,2.0,AB de Villiers,4.0,,DC,6.0,6.0,0.0,1.0,,,,1.0,0.0,19.0,,0.0,0,17,34.0
21,2010,PBKS v DC,PBKS,DC,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,AB de Villiers,4.0,,DC,26.0,21.0,2.0,0.0,,,,,1.0,34.0,,,0,73,7.0
22,2010,RR v DC,RR,DC,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",2.0,1.0,AB de Villiers,4.0,,DC,7.0,13.0,0.0,0.0,,,,,0.0,7.0,,,0,65,25.0
23,2010,DC v MI,DC,MI,"Arun Jaitley Stadium, Delhi",2.0,1.0,AB de Villiers,4.0,,DC,15.0,24.0,0.0,0.0,,,,1.0,0.0,25.0,,0.0,0,1,17.0
24,2010,DC v CSK,DC,CSK,"Arun Jaitley Stadium, Delhi",1.0,2.0,AB de Villiers,4.0,,DC,11.0,11.0,0.0,2.0,,,,,0.0,17.0,,,0,68,18.0
25,2010,SRH v DC,SRH,DC,"Barabati Stadium, Cuttack",2.0,1.0,AB de Villiers,4.0,,DC,2.0,3.0,0.0,0.0,,,,0.0,0.0,18.0,,1.0,0,28,55.0
26,2010,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,DC,27.0,26.0,0.0,2.0,,,,2.0,1.0,55.0,,1.0,0,75,70.0
27,2010,MI v DC,MI,DC,"Brabourne Stadium, Mumbai",2.0,1.0,AB de Villiers,4.0,,DC,45.0,35.0,0.0,3.0,,,,1.0,1.0,70.0,,1.0,0,48,24.0
28,2011,Kochi v RCB,Kochi,RCB,"Nehru Stadium, Kochi",2.0,1.0,AB de Villiers,4.0,,RCB,4.0,7.0,0.0,0.0,,,,2.0,0.0,24.0,,0.0,0,21,91.0
29,2011,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,54.0,40.0,5.0,1.0,,,,0.0,1.0,91.0,,1.0,0,92,51.0
30,2011,DC v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,AB de Villiers,4.0,,RCB,38.0,36.0,1.0,3.0,,,,,1.0,51.0,,,0,27,10.0
31,2011,CSK v RCB,CSK,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,AB de Villiers,4.0,,RCB,0.0,7.0,0.0,0.0,,,,1.0,0.0,10.0,,0.0,1,20,96.0
32,2011,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,AB de Villiers,4.0,,,65.0,44.0,2.0,5.0,,,,1.0,1.0,96.0,,0.0,0,60,10.0
33,2011,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2.0,1.0,AB de Villiers,4.0,,RCB,,,,,,,,0.0,0.0,10.0,,1.0,0,81,24.0
34,2011,RCB v PWI,RCB,PWI,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,5.0,2.0,0.0,1.0,,,,1.0,0.0,24.0,,1.0,0,56,33.0
35,2011,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,26.0,20.0,1.0,1.0,,,,,1.0,33.0,,,0,75,43.0
36,2011,RCB v Kochi,RCB,Kochi,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,,27.0,14.0,2.0,2.0,,,,,1.0,43.0,,,0,57,30.0
37,2011,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",2.0,1.0,AB de Villiers,4.0,,,,,,,,,,1.0,0.0,30.0,,2.0,0,28,18.0
38,2011,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,,,,,,,,1.0,0.0,18.0,,1.0,0,23,27.0
39,2011,PBKS v RCB,PBKS,RCB,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2.0,1.0,AB de Villiers,4.0,,RCB,13.0,13.0,0.0,2.0,,,,1.0,1.0,27.0,,0.0,0,98,47.0
40,2011,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,34.0,27.0,1.0,3.0,,,,,1.0,47.0,,,0,21,10.0
41,2011,CSK v RCB,CSK,RCB,"Wankhede Stadium, Mumbai",1.0,2.0,AB de Villiers,4.0,,RCB,0.0,3.0,0.0,0.0,,,,1.0,0.0,10.0,,0.0,1,70,17.0
42,2011,MI v RCB,MI,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,AB de Villiers,4.0,,RCB,11.0,10.0,1.0,0.0,,,,,0.0,17.0,,,0,71,41.0
43,2011,CSK v RCB,CSK,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,AB de Villiers,4.0,,RCB,21.0,15.0,1.0,0.0,,,,0.0,1.0,41.0,,1.0,0,25,27.0
44,2012,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,18.0,12.0,0.0,3.0,,,,,0.0,27.0,,,0,72,96.0
45,2012,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,64.0,42.0,2.0,6.0,,,,0.0,1.0,96.0,,1.0,0,83,35.0
46,2012,CSK v RCB,CSK,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,AB de Villiers,4.0,,RCB,10.0,10.0,0.0,1.0,,,,1.0,0.0,35.0,,1.0,0,23,9.0
47,2012,RCB v RR,RCB,RR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,4.0,2.0,0.0,1.0,,,,,0.0,9.0,,,0,61,22.0
48,2012,RCB v PWI,RCB,PWI,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,6.0,9.0,0.0,0.0,,,,0.0,0.0,22.0,,1.0,0,60,73.0
49,2012,PBKS v RCB,PBKS,RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,AB de Villiers,4.0,,RCB,33.0,14.0,3.0,2.0,,,,0.0,1.0,73.0,,2.0,0,78,80.0
50,2012,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",1.0,2.0,AB de Villiers,4.0,,RCB,52.0,39.0,0.0,6.0,,,,1.0,1.0,80.0,,0.0,0,33,102.0
51,2012,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,AB de Villiers,4.0,,RCB,59.0,23.0,5.0,3.0,,,,0.0,1.0,102.0,,1.0,0,30,2.0
52,2012,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,0.0,1.0,0.0,0.0,,,,,0.0,2.0,,,1,6,38.0
53,2012,RCB v DC,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,17.0,13.0,1.0,1.0,,,,0.0,1.0,38.0,,2.0,0,87,72.0
54,2012,PWI v RCB,PWI,RCB,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,AB de Villiers,4.0,,RCB,47.0,17.0,3.0,5.0,,,,,1.0,72.0,,,0,18,39.0
55,2012,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,9.0,4.0,1.0,0.0,,,,0.0,1.0,39.0,,2.0,0,77,19.0
56,2012,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1.0,2.0,AB de Villiers,4.0,,,14.0,13.0,0.0,1.0,,,,,0.0,19.0,,,0,11,12.0
57,2012,DC v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,AB de Villiers,4.0,,RCB,,,,,,,,1.0,0.0,12.0,,0.0,0,26,10.0
58,2013,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,4.0,11.0,0.0,0.0,,,,1.0,0.0,10.0,,0.0,0,86,38.0
59,2013,CSK v RCB,CSK,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,2.0,AB de Villiers,4.0,,RCB,22.0,22.0,1.0,2.0,,,,1.0,1.0,38.0,,0.0,0,5,92.0
60,2013,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,64.0,32.0,1.0,8.0,,,,,1.0,92.0,,,0,28,52.0
61,2013,RCB v RR,RCB,RR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,39.0,32.0,1.0,3.0,,,,,1.0,52.0,,,0,30,12.0
62,2013,RCB v PWI,RCB,PWI,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,7.0,8.0,0.0,1.0,,,,,0.0,12.0,,,0,32,56.0
63,2013,MI v RCB,MI,RCB,"Wankhede Stadium, Mumbai",2.0,1.0,AB de Villiers,4.0,,RCB,31.0,8.0,3.0,3.0,,,,1.0,1.0,56.0,,0.0,0,52,12.0
64,2013,RR v RCB,RR,RCB,"Sawai Mansingh Stadium, Jaipur",1.0,2.0,AB de Villiers,4.0,,RCB,2.0,3.0,0.0,0.0,,,,0.0,0.0,12.0,,1.0,0,15,46.0
65,2013,PWI v RCB,PWI,RCB,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,AB de Villiers,4.0,,RCB,21.0,13.0,0.0,3.0,,,,1.0,1.0,46.0,,1.0,0,25,94.0
66,2013,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,50.0,23.0,2.0,6.0,,,,2.0,1.0,94.0,,0.0,0,63,20.0
67,2013,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,6.0,2.0,1.0,0.0,,,,1.0,1.0,20.0,,0.0,0,38,29.0
68,2013,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1.0,2.0,AB de Villiers,4.0,,RCB,15.0,15.0,1.0,0.0,,,,1.0,0.0,29.0,,0.0,0,19,52.0
69,2013,KKR v RCB,KKR,RCB,"JSCA International Stadium Complex, Ranchi",1.0,2.0,AB de Villiers,4.0,,RCB,32.0,17.0,2.0,2.0,,,,,1.0,52.0,,,0,60,35.0
70,2013,PBKS v RCB,PBKS,RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1.0,2.0,AB de Villiers,4.0,,RCB,28.0,22.0,1.0,1.0,,,,,1.0,35.0,,,0,69,68.0
71,2013,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,38.0,19.0,2.0,4.0,,,,1.0,1.0,68.0,,0.0,0,38,10.0
72,2014,RCB v MI,RCB,MI,Dubai International Cricket Stadium,2.0,1.0,AB de Villiers,4.0,,RCB,5.0,3.0,0.0,1.0,,,,,0.0,10.0,,,0,50,74.0
73,2014,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,2.0,1.0,AB de Villiers,4.0,,RCB,45.0,48.0,1.0,3.0,,,,2.0,1.0,74.0,,0.0,0,38,24.0
74,2014,RR v RCB,RR,RCB,"Sheikh Zayed Stadium, Abu Dhabi",1.0,2.0,AB de Villiers,4.0,,RCB,11.0,12.0,0.0,1.0,,,,1.0,0.0,24.0,,0.0,0,16,10.0
75,2014,PBKS v RCB,PBKS,RCB,Dubai International Cricket Stadium,1.0,2.0,AB de Villiers,4.0,,RCB,0.0,1.0,0.0,0.0,,,,1.0,0.0,10.0,,0.0,1,19,23.0
76,2014,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,17.0,15.0,0.0,2.0,,,,,0.0,23.0,,,0,86,137.0
77,2014,MI v RCB,MI,RCB,"Wankhede Stadium, Mumbai",2.0,1.0,AB de Villiers,4.0,,RCB,89.0,41.0,8.0,6.0,,,,1.0,1.0,137.0,,0.0,0,23,15.0
78,2014,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,9.0,7.0,0.0,2.0,,,,,0.0,15.0,,,0,53,90.0
80,2014,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,58.0,32.0,5.0,1.0,,,,,1.0,87.0,,,0,6,53.0
81,2014,CSK v RCB,CSK,RCB,"JSCA International Stadium Complex, Ranchi",2.0,1.0,AB de Villiers,4.0,,RCB,33.0,17.0,1.0,4.0,,,,,1.0,53.0,,,0,2,53.0
82,2014,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,2.0,AB de Villiers,4.0,,RCB,28.0,14.0,3.0,1.0,,,,1.0,1.0,53.0,,0.0,0,62,43.0
83,2014,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,AB de Villiers,4.0,,RCB,29.0,17.0,1.0,2.0,,,,,1.0,43.0,,,0,36,18.0
84,2014,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,13.0,13.0,0.0,1.0,,,,,0.0,18.0,,,0,33,16.0
85,2015,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,AB de Villiers,4.0,,RCB,10.0,6.0,0.0,2.0,,,,,0.0,16.0,,,0,29,45.0
86,2015,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,28.0,13.0,2.0,3.0,,,,,1.0,45.0,,,0,44,67.0
87,2015,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,46.0,28.0,2.0,5.0,,,,,1.0,67.0,,,0,91,66.0
88,2015,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,41.0,11.0,3.0,5.0,,,,,1.0,66.0,,,0,11,40.0
89,2015,RR v RCB,RR,RCB,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",2.0,1.0,AB de Villiers,4.0,,RCB,14.0,10.0,2.0,0.0,,,,2.0,1.0,40.0,,0.0,0,48,63.0
90,2015,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2.0,1.0,AB de Villiers,4.0,,,47.0,34.0,0.0,6.0,,,,,1.0,63.0,,,0,88,24.0
91,2015,RCB v RR,RCB,RR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,,,,,,,,1.0,1.0,24.0,,1.0,0,87,80.0
92,2015,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,57.0,45.0,1.0,9.0,,,,,1.0,80.0,,,0,81,14.0
93,2015,CSK v RCB,CSK,RCB,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,1.0,AB de Villiers,4.0,,RCB,2.0,4.0,0.0,0.0,,,,1.0,0.0,14.0,,0.0,0,41,32.0
94,2015,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,21.0,14.0,0.0,5.0,,,,,0.0,32.0,,,0,41,72.0
96,2015,PBKS v RCB,PBKS,RCB,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2.0,1.0,AB de Villiers,4.0,,RCB,133.0,59.0,4.0,19.0,,,,1.0,1.0,194.0,,0.0,0,1,23.0
97,2015,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,AB de Villiers,4.0,,RCB,10.0,9.0,0.0,1.0,,,,1.0,0.0,23.0,,0.0,0,37,2.0
99,2015,CSK v RCB,CSK,RCB,"JSCA International Stadium Complex, Ranchi",1.0,2.0,AB de Villiers,4.0,,RCB,66.0,38.0,4.0,4.0,,,,2.0,1.0,112.0,,0.0,0,16,5.0
101,2016,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,82.0,42.0,6.0,7.0,,,,2.0,1.0,135.0,,0.0,0,21,82.0
102,2016,MI v RCB,MI,RCB,"Wankhede Stadium, Mumbai",1.0,2.0,AB de Villiers,4.0,,RCB,55.0,33.0,1.0,9.0,,,,,1.0,82.0,,,0,97,56.0
103,2016,RPS v RCB,RPS,RCB,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,AB de Villiers,4.0,,RCB,29.0,21.0,1.0,3.0,,,,2.0,1.0,56.0,,0.0,0,5,131.0
104,2016,GL v RCB,GL,RCB,"Saurashtra Cricket Association Stadium, Rajkot",1.0,2.0,AB de Villiers,4.0,,RCB,83.0,46.0,4.0,6.0,,,,2.0,1.0,131.0,,0.0,0,48,34.0
105,2016,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,AB de Villiers,4.0,,RCB,20.0,16.0,0.0,2.0,,,,1.0,1.0,34.0,,0.0,0,33,80.0
106,2016,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,47.0,32.0,2.0,3.0,,,,2.0,1.0,80.0,,0.0,0,71,8.0
107,2016,RCB v RPS,RCB,RPS,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,4.0,6.0,0.0,0.0,,,,,0.0,8.0,,,0,69,5.0
109,2016,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,64.0,35.0,2.0,5.0,,,,,1.0,91.0,,,0,61,47.0
110,2016,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,24.0,27.0,1.0,1.0,,,,2.0,1.0,47.0,,0.0,0,98,205.0
111,2016,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,AB de Villiers,4.0,,RCB,129.0,52.0,12.0,10.0,,,,2.0,1.0,205.0,,0.0,0,47,96.0
112,2016,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,59.0,31.0,3.0,5.0,,,,1.0,1.0,96.0,,0.0,0,76,30.0
113,2016,DC v RCB,DC,RCB,"Shaheed Veer Narayan Singh International Stadium, Raipur",2.0,1.0,AB de Villiers,4.0,,RCB,0.0,2.0,0.0,0.0,,,,3.0,1.0,30.0,,0.0,1,70,19.0
114,2016,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,6.0,8.0,0.0,1.0,,,,1.0,0.0,19.0,,0.0,0,34,118.0
115,2016,RCB v SRH,RCB,SRH,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,79.0,47.0,5.0,5.0,,,,1.0,1.0,118.0,,0.0,0,53,9.0
117,2017,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,89.0,46.0,9.0,3.0,,,,,1.0,128.0,,,0,43,33.0
118,2017,RCB v RPS,RCB,RPS,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,19.0,21.0,1.0,0.0,,,,1.0,1.0,33.0,,0.0,0,53,46.0
119,2017,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",2.0,1.0,AB de Villiers,4.0,,RCB,29.0,30.0,2.0,1.0,,,,1.0,0.0,46.0,,0.0,0,62,22.0
120,2017,RCB v GL,RCB,GL,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,8.0,6.0,0.0,2.0,,,,1.0,0.0,22.0,,0.0,0,41,19.0
121,2017,RPS v RCB,RPS,RCB,"Maharashtra Cricket Association Stadium, Pune",2.0,1.0,AB de Villiers,4.0,,RCB,5.0,11.0,0.0,0.0,,,,2.0,0.0,19.0,,0.0,0,83,7.0
122,2017,MI v RCB,MI,RCB,"Wankhede Stadium, Mumbai",1.0,2.0,AB de Villiers,4.0,,RCB,3.0,8.0,0.0,0.0,,,,,0.0,7.0,,,0,26,64.0
123,2017,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,43.0,27.0,3.0,3.0,,,,,1.0,64.0,,,0,18,25.0
124,2017,RCB v KKR,RCB,KKR,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,10.0,6.0,1.0,1.0,,,,1.0,0.0,25.0,,0.0,0,9,16.0
125,2018,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",1.0,2.0,AB de Villiers,4.0,,RCB,10.0,8.0,0.0,2.0,,,,,0.0,16.0,,,0,28,85.0
126,2018,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,44.0,23.0,5.0,1.0,,,,2.0,1.0,85.0,,0.0,0,3,81.0
127,2018,RCB v RR,RCB,RR,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,57.0,40.0,4.0,2.0,,,,,1.0,81.0,,,0,62,27.0
128,2018,MI v RCB,MI,RCB,"Wankhede Stadium, Mumbai",2.0,1.0,AB de Villiers,4.0,,RCB,20.0,18.0,1.0,1.0,,,,,0.0,27.0,,,0,42,13.0
129,2018,RCB v DC,RCB,DC,"M.Chinnaswamy Stadium, Bengaluru",2.0,1.0,AB de Villiers,4.0,,RCB,1.0,2.0,0.0,0.0,,,,1.0,0.0,13.0,,0.0,0,54,136.0
130,2018,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1.0,2.0,AB de Villiers,4.0,,RCB,90.0,39.0,5.0,10.0,,,,1.0,1.0,136.0,,0.0,0,93,104.0
131,2018,CSK v RCB,CSK,RCB,"Maharashtra Cricket Association Stadium, Pune",1.0,2.0,AB de Villiers,4.0,,RCB,68.0,30.0,8.0,2.0,,,,,1.0,104.0,,,0,31,5.0
132,2018,SRH v RCB,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,1.0,AB de Villiers,4.0,,RCB,1.0,4.0,0.0,0.0,,,,,0.0,5.0,,,0,11,9.0
133,2018,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2.0,1.0,AB de Villiers,4.0,,RCB,5.0,8.0,0.0,0.0,,,,,0.0,9.0,,,0,98,114.0
134,2018,PBKS v RCB,PBKS,RCB,"Holkar Cricket Stadium, Indore",2.0,1.0,AB de Villiers,4.0,,,72.0,37.0,6.0,4.0,,,,1.0,1.0,114.0,,0.0,0,82,10.0
